Incident_Type,date,time,ampm,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,4/22/17,4:33:19,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF DOWNING PLACE NE,5D,505,44
Stop & Frisk,4/22/17,6:09:55,PM,2017,Person,Black,Female,Not Hispanic Or Latino,700 BLOCK OF 7TH STREET NW,1D,102,26
Stop & Frisk,4/22/17,6:09:55,PM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 7TH STREET NW,1D,102,26
Stop & Frisk,4/22/17,7:41:50,PM,2017,Person,Black,Female,Unknown,1100 BLOCK OF RAUM STREET NE,5D,506,25
Stop & Frisk,4/22/17,8:19:55,PM,2017,Person,Black,Male,Unknown,1500 BLOCK OF MONTANA AVENUE NE,5D,505,26
Stop & Frisk,4/23/17,12:22:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF INGRAHAM STREET NW,4D,403,22
Stop & Frisk,4/23/17,12:22:17,AM,2017,Person,White,Male,Hispanic Or Latino,700 BLOCK OF INGRAHAM STREET NW,4D,403,23
Stop & Frisk,4/23/17,12:22:17,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF INGRAHAM STREET NW,4D,403,24
Stop & Frisk,4/23/17,5:25:15,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,30
Stop & Frisk,4/23/17,6:26:40,AM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 6TH STREET SE,7D,708,Juvenile
Stop & Frisk,4/23/17,6:26:40,AM,2017,Person,Black,Male,Unknown,4200 BLOCK OF 6TH STREET SE,7D,708,Juvenile
Stop & Frisk,4/23/17,5:18:07,PM,2017,Person,Black,Male,Unknown,2800 BLOCK OF 28TH STREET SE,7D,704,Unknown
Stop & Frisk,4/23/17,10:18:59,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF BIRNEY PLACE SE,7D,703,24
Stop & Frisk,4/24/17,3:25:38,PM,2017,Person,Black,Male,Unknown,3400 BLOCK OF ALABAMA AVENUE SE,6D,606,26
Stop & Frisk,4/24/17,6:48:58,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF U STREET NE,5D,502,22
Stop & Frisk,4/24/17,10:31:11,PM,2017,Person,Black,Male,Unknown,5200 BLOCK OF D STREET SE,6D,604,18
Stop & Frisk,4/24/17,10:31:11,PM,2017,Person,Black,Male,Unknown,5200 BLOCK OF D STREET SE,6D,604,21
Stop & Frisk,4/25/17,1:01:52,PM,2017,Person,Black,Male,Not Hispanic Or Latino,6300 BLOCK OF GEORGIA AVENUE NW,4D,402,27
Stop & Frisk,4/25/17,6:18:53,PM,2017,Person,Black,Male,Unknown,500 BLOCK OF INDIANA AVENUE NW,1D,102,Juvenile
Stop & Frisk,4/25/17,8:53:38,PM,2017,Person,Black,Female,Unknown,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,68
Stop & Frisk,4/25/17,11:16:47,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF 32ND STREET NW,2D,206,45
Stop & Frisk,4/26/17,12:59:24,AM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,505,Juvenile
Stop & Frisk,4/26/17,2:44:00,AM,2017,Person,Black,Male,Unknown,1300 BLOCK OF U STREET NW,3D,305,27
Stop & Frisk,4/26/17,9:20:01,AM,2017,Person,White,Male,Hispanic Or Latino,5700 BLOCK OF 9TH STREET NW,4D,403,27
Stop & Frisk,4/26/17,3:48:08,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,23
Stop & Frisk,4/26/17,8:46:47,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NW,1D,102,20
Stop & Frisk,4/26/17,8:46:47,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NW,1D,102,21
Stop & Frisk,4/26/17,11:53:55,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 7TH STREET SE,7D,706,Juvenile
Stop & Frisk,4/27/17,12:13:16,AM,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF HAWAII AVENUE NE,4D,405,20
Stop & Frisk,4/27/17,4:41:39,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF I STREET NE,5D,507,41
Stop & Frisk,4/27/17,8:27:25,AM,2017,Person,White,Male,Unknown,1600 BLOCK OF 35TH STREET NW,2D,206,55
Stop & Frisk,4/27/17,9:33:39,AM,2017,Person,White,Male,Unknown,1000 BLOCK OF 33RD STREET NW,2D,206,33
Stop & Frisk,4/27/17,1:24:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF MONTAGUE STREET NW,4D,403,Juvenile
Stop & Frisk,4/27/17,1:24:09,PM,2017,Person,Black,Male,Unknown,1400 BLOCK OF MONTAGUE STREET NW,4D,403,Juvenile
Stop & Frisk,4/27/17,1:39:18,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF HOWISON PLACE SW,1D,105,26
Stop & Frisk,4/27/17,3:42:40,PM,2017,Person,Black,Male,Unknown,700 BLOCK OF EASTERN AVENUE NE,6D,608,24
Stop & Frisk,4/27/17,6:04:30,PM,2017,Person,Black,Male,Unknown,1100 BLOCK OF HOLBROOK TERRACE NE,5D,506,49
Stop & Frisk,4/27/17,7:08:40,PM,2017,Person,White,Male,Not Hispanic Or Latino,1600 BLOCK OF M STREET NW,2D,208,25
Stop & Frisk,4/27/17,9:16:17,PM,2017,Person,Black,Male,Unknown,1100 BLOCK OF QUEEN STREET NE,5D,506,44
Stop & Frisk,4/28/17,12:22:56,AM,2017,Person,Unknown,Male,Unknown,2600 BLOCK OF UNIVERSITY PLACE NW,3D,302,23
Stop & Frisk,4/28/17,1:06:40,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF DOUGLAS PLACE SE,7D,703,Unknown
Stop & Frisk,4/28/17,3:40:28,AM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NW,5D,501,57
Stop & Frisk,4/28/17,5:17:56,AM,2017,Person,White,Male,Not Hispanic Or Latino,2000 BLOCK OF 18TH STREET NW,3D,303,36
Stop & Frisk,4/28/17,1:42:13,PM,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,606,37
Stop & Frisk,4/28/17,2:06:27,PM,2017,Person,Black,Male,Unknown,3500 BLOCK OF 6TH STREET SE,7D,705,32
Stop & Frisk,4/28/17,3:43:33,PM,2017,Person,White,Female,Not Hispanic Or Latino,1300 BLOCK OF QUEEN STREET NE,5D,506,35
Stop & Frisk,4/28/17,3:43:33,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF QUEEN STREET NE,5D,506,58
Stop & Frisk,4/28/17,10:49:11,PM,2017,Person,White,Male,Unknown,1900 BLOCK OF BILTMORE STREET NW,3D,303,Juvenile
Stop & Frisk,4/28/17,10:49:11,PM,2017,Person,White,Male,Hispanic Or Latino,1900 BLOCK OF BILTMORE STREET NW,3D,303,Juvenile
Stop & Frisk,4/28/17,10:49:11,PM,2017,Person,White,Male,Hispanic Or Latino,1900 BLOCK OF BILTMORE STREET NW,3D,303,Juvenile
Stop & Frisk,4/29/17,12:42:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3300 BLOCK OF GEORGIA AVENUE NW,3D,302,29
Stop & Frisk,4/29/17,1:10:41,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,18
Stop & Frisk,4/29/17,1:10:41,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,22
Stop & Frisk,4/29/17,4:20:07,AM,2017,Person,Black,Female,Unknown,2900 BLOCK OF NELSON PLACE SE,6D,605,40
Stop & Frisk,4/29/17,4:20:07,AM,2017,Person,Black,Female,Not Hispanic Or Latino,2900 BLOCK OF NELSON PLACE SE,6D,605,Unknown
Stop & Frisk,4/29/17,4:21:09,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF M PLACE SE,6D,605,44
Stop & Frisk,4/29/17,5:21:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,27
Stop & Frisk,4/29/17,5:21:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,28
Stop & Frisk,4/29/17,5:21:47,AM,2017,Person,Black,Male,Unknown,1300 BLOCK OF VAN BUREN STREET NW,4D,402,29
Stop & Frisk,4/29/17,5:21:47,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,32
Stop & Frisk,4/29/17,5:21:47,AM,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,32
Stop & Frisk,4/29/17,5:58:53,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF U STREET NW,3D,305,37
Stop & Frisk,4/29/17,6:40:07,AM,2017,Person,Black,Male,Unknown,4300 BLOCK OF SOUTH CAPITOL STREET SE,7D,706,60
Stop & Frisk,4/29/17,8:20:01,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF G STREET NE,1D,108,34
Stop & Frisk,4/29/17,8:24:45,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF WASHINGTON PLACE NE,5D,505,25
Stop & Frisk,4/29/17,6:22:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,105,19
Stop & Frisk,4/29/17,6:22:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,105,22
Stop & Frisk,4/29/17,8:22:17,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 46TH PLACE SE,6D,604,19
Stop & Frisk,4/29/17,9:13:50,PM,2017,Person,Black,Male,Unknown,UNIT BLOCK OF HANOVER PLACE NW,5D,501,54
Stop & Frisk,4/29/17,9:28:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF HARVARD STREET NW,3D,303,Juvenile
Stop & Frisk,4/29/17,9:28:21,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF HARVARD STREET NW,3D,303,Juvenile
Stop & Frisk,4/29/17,9:38:58,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF FORT DAVIS PLACE SE,6D,605,25
Stop & Frisk,4/29/17,9:46:56,PM,2017,Person,Black,Male,Unknown,UNIT BLOCK OF ANACOSTIA ROAD NE,6D,603,22
Stop & Frisk,4/29/17,11:13:13,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,34
Stop & Frisk,4/29/17,11:46:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF M STREET NW,2D,208,34
Stop & Frisk,4/29/17,11:46:28,PM,2017,Person,White,Male,Unknown,2200 BLOCK OF M STREET NW,2D,208,35
Stop & Frisk,4/30/17,4:55:56,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5200 BLOCK OF GEORGIA AVENUE NW,4D,403,25
Stop & Frisk,4/30/17,4:55:56,AM,2017,Person,Black,Male,Unknown,5200 BLOCK OF GEORGIA AVENUE NW,4D,403,33
Stop & Frisk,4/30/17,8:13:16,AM,2017,Person,Black,Male,Unknown,4500 BLOCK OF TEXAS AVENUE SE,6D,603,21
Stop & Frisk,4/30/17,8:50:55,PM,2017,Person,Unknown,Female,Unknown,1800 BLOCK OF M STREET NW,2D,207,34
Stop & Frisk,4/30/17,10:17:49,PM,2017,Person,Black,Male,Unknown,4300 BLOCK OF 3RD STREET SE,7D,708,Unknown
Stop & Frisk,4/30/17,10:23:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3200 BLOCK OF 17TH STREET NW,4D,408,31
Stop & Frisk,4/30/17,11:45:55,PM,2017,Person,Black,Male,Unknown,2900 BLOCK OF 30TH STREET SE,7D,701,31
Stop & Frisk,4/30/17,11:45:55,PM,2017,Person,Black,Female,Not Hispanic Or Latino,2900 BLOCK OF 30TH STREET SE,7D,701,32
Stop & Frisk,4/30/17,11:53:49,PM,2017,Person,Black,Male,Hispanic Or Latino,900 BLOCK OF SHEPHERD STREET NW,4D,404,40
Stop & Frisk,5/1/17,12:52:59,AM,2017,Person,White,Male,Hispanic Or Latino,2300 BLOCK OF GEORGIA AVENUE NW,3D,305,38
Stop & Frisk,5/1/17,7:20:57,AM,2017,Person,Black,Male,Unknown,400 BLOCK OF NEWCOMB STREET SE,7D,707,47
Stop & Frisk,5/1/17,10:26:00,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,21
Stop & Frisk,5/1/17,10:26:00,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,41
Stop & Frisk,5/1/17,2:58:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF GOOD HOPE ROAD SE,7D,701,Juvenile
Stop & Frisk,5/1/17,3:59:42,PM,2017,Person,White,Male,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,21
Stop & Frisk,5/1/17,3:59:42,PM,2017,Person,White,Female,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,26
Stop & Frisk,5/1/17,3:59:42,PM,2017,Person,Unknown,Male,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,27
Stop & Frisk,5/1/17,3:59:42,PM,2017,Person,White,Male,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,30
Stop & Frisk,5/1/17,7:46:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 11TH STREET SE,1D,106,34
Stop & Frisk,5/1/17,9:07:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,26
Stop & Frisk,5/1/17,9:07:03,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,41
Stop & Frisk,5/2/17,1:30:33,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2100 BLOCK OF M STREET NE,5D,505,30
Stop & Frisk,5/2/17,2:26:53,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,22
Stop & Frisk,5/2/17,2:26:53,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,24
Stop & Frisk,5/2/17,2:26:53,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,27
Stop & Frisk,5/2/17,2:26:53,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,35
Stop & Frisk,5/2/17,4:00:04,AM,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF H STREET NE,1D,104,32
Stop & Frisk,5/2/17,5:22:09,AM,2017,Person,Black,Male,Unknown,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,37
Stop & Frisk,5/2/17,10:14:27,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF SOUTH DAKOTA AVENUE NE,4D,406,23
Stop & Frisk,5/2/17,12:53:31,PM,2017,Person,Black,Male,Unknown,1100 BLOCK OF FLORIDA AVENUE NE,5D,507,38
Stop & Frisk,5/2/17,5:42:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF ALABAMA AVENUE SE,7D,704,27
Stop & Frisk,5/3/17,1:21:30,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 21ST STREET NE,5D,507,54
Stop & Frisk,5/3/17,3:03:10,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF MALCOLM X AVENUE SE,7D,705,56
Stop & Frisk,5/3/17,7:54:19,PM,2017,Person,White,Male,Hispanic Or Latino,1200 BLOCK OF MISSOURI AVENUE NW,4D,402,21
Stop & Frisk,5/4/17,4:58:18,AM,2017,Person,Black,Male,Unknown,2400 BLOCK OF 18TH STREET NW,3D,303,35
Stop & Frisk,5/4/17,10:37:53,AM,2017,Person,Asian,Female,Not Hispanic Or Latino,4800 BLOCK OF NEBRASKA AVENUE NW,2D,202,67
Stop & Frisk,5/4/17,11:20:17,AM,2017,Person,Black,Male,Unknown,2600 BLOCK OF DOUGLASS ROAD SE,7D,703,26
Stop & Frisk,5/4/17,2:20:11,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF KENNEDY STREET NW,4D,403,22
Stop & Frisk,5/4/17,2:20:11,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF KENNEDY STREET NW,4D,403,26
Stop & Frisk,5/4/17,9:20:14,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF SHERIDAN ROAD SE,7D,703,Unknown
Stop & Frisk,5/4/17,11:05:54,PM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF FORT STEVENS DRIVE NW,4D,402,18
Stop & Frisk,5/4/17,11:05:54,PM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF FORT STEVENS DRIVE NW,4D,402,19
Stop & Frisk,5/4/17,11:05:54,PM,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF FORT STEVENS DRIVE NW,4D,402,20
Stop & Frisk,5/4/17,11:59:26,PM,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF BRENTWOOD PARKWAY NE,5D,505,24
Stop & Frisk,5/5/17,12:04:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF 20TH STREET NW,2D,207,23
Stop & Frisk,5/5/17,5:54:20,PM,2017,Person,Black,Female,Unknown,400 BLOCK OF M STREET SE,1D,106,24
Stop & Frisk,5/5/17,5:54:20,PM,2017,Person,Unknown,Male,Unknown,400 BLOCK OF M STREET SE,1D,106,37
Stop & Frisk,5/5/17,6:22:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF BLADENSBURG ROAD NE,5D,507,38
Stop & Frisk,5/5/17,6:22:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF BLADENSBURG ROAD NE,5D,507,47
Stop & Frisk,5/5/17,8:37:02,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF G STREET SE,6D,604,Juvenile
Stop & Frisk,5/5/17,9:09:57,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF NEW JERSEY AVENUE SE,1D,106,Juvenile
Stop & Frisk,5/6/17,12:11:42,AM,2017,Person,Black,Male,Unknown,100 BLOCK OF KENILWORTH AVENUE NE,6D,603,19
Stop & Frisk,5/6/17,12:11:42,AM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF KENILWORTH AVENUE NE,6D,603,20
Stop & Frisk,5/6/17,12:11:42,AM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF KENILWORTH AVENUE NE,6D,603,20
Stop & Frisk,5/6/17,3:21:06,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF JAY STREET NE,6D,601,24
Stop & Frisk,5/6/17,3:21:06,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF JAY STREET NE,6D,601,24
Stop & Frisk,5/6/17,6:25:38,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF 14TH STREET NW,3D,305,25
Stop & Frisk,5/6/17,12:22:39,PM,2017,Person,White,Male,Not Hispanic Or Latino,1600 BLOCK OF P STREET NW,2D,208,38
Stop & Frisk,5/6/17,6:05:45,PM,2017,Person,Unknown,Male,Hispanic Or Latino,UNIT BLOCK OF RHODE ISLAND AVENUE NE,5D,502,27
Stop & Frisk,5/6/17,7:55:05,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,18
Stop & Frisk,5/6/17,8:53:36,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3200 BLOCK OF GRACE STREET NW,2D,206,46
Stop & Frisk,5/6/17,9:37:52,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF 28TH STREET SE,6D,607,33
Stop & Frisk,5/7/17,12:19:00,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF TRINIDAD AVENUE NE,5D,506,30
Stop & Frisk,5/7/17,2:47:17,AM,2017,Person,Black,Male,Unknown,1500 BLOCK OF BENNING ROAD NE,5D,507,29
Stop & Frisk,5/7/17,3:59:39,AM,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF ADAMS MILL ROAD NW,3D,303,22
Stop & Frisk,5/7/17,7:18:49,AM,2017,Person,Black,Female,Unknown,UNIT BLOCK OF H STREET NW,1D,103,Unknown
Stop & Frisk,5/7/17,6:56:33,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF COLUMBIA ROAD NW,3D,303,53
Stop & Frisk,5/7/17,9:04:12,PM,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 12TH STREET SE,1D,107,35
Stop & Frisk,5/7/17,9:04:12,PM,2017,Person,Unknown,Female,Unknown,500 BLOCK OF 12TH STREET SE,1D,107,36
Stop & Frisk,5/7/17,11:08:28,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF POMEROY ROAD SE,7D,703,Juvenile
Stop & Frisk,5/8/17,12:10:36,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF RHODE ISLAND AVENUE NE,5D,502,33
Stop & Frisk,5/8/17,2:59:29,AM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 14TH STREET NE,1D,108,Juvenile
Stop & Frisk,5/8/17,12:23:04,PM,2017,Person,Unknown,Male,Hispanic Or Latino,2700 BLOCK OF K STREET NW,2D,202,56
Stop & Frisk,5/8/17,10:00:29,PM,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF EAST CAPITOL STREET NE,1D,107,18
Stop & Frisk,5/8/17,10:08:45,PM,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF CHESAPEAKE STREET SE,7D,706,33
Stop & Frisk,5/8/17,10:13:43,PM,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF JOLIET STREET SW,7D,708,25
Stop & Frisk,5/9/17,12:18:42,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF 1ST STREET NW,5D,501,33
Stop & Frisk,5/9/17,1:17:57,AM,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF GALES STREET NE,5D,507,50
Stop & Frisk,5/9/17,10:04:07,AM,2017,Person,Black,Male,Unknown,3900 BLOCK OF SOUTH CAPITOL STREET SW,7D,708,51
Stop & Frisk,5/9/17,12:37:09,PM,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 18TH STREET NE,5D,507,19
Stop & Frisk,5/9/17,1:56:43,PM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF KENNEDY STREET NW,4D,406,52
Stop & Frisk,5/9/17,2:14:08,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF M STREET NW,2D,206,44
Stop & Frisk,5/9/17,2:35:31,PM,2017,,,,,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603,
Stop & Frisk,5/9/17,5:48:31,PM,2017,Person,Black,Male,Unknown,4300 BLOCK OF WHEELER ROAD SE,7D,706,22
Stop & Frisk,5/9/17,7:19:13,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF I STREET NW,1D,102,19
Stop & Frisk,5/9/17,7:19:13,PM,2017,Person,Black,Male,Unknown,600 BLOCK OF I STREET NW,1D,102,20
Stop & Frisk,5/9/17,9:04:49,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF PROUT STREET SE,1D,108,Unknown
Stop & Frisk,5/9/17,9:27:03,PM,2017,Person,Unknown,Male,Not Hispanic Or Latino,900 BLOCK OF WAHLER PLACE SE,7D,706,31
Stop & Frisk,5/9/17,10:31:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF 43RD STREET NW,2D,202,25
Stop & Frisk,5/9/17,10:31:00,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF 43RD STREET NW,2D,202,29
Stop & Frisk,5/9/17,11:27:35,PM,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF LANGSTON PLACE SE,7D,702,23
Stop & Frisk,5/10/17,12:11:42,AM,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF JAY STREET NE,6D,608,30
Stop & Frisk,5/10/17,1:16:35,AM,2017,Person,Black,Male,Unknown,2000 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,37
Stop & Frisk,5/10/17,1:16:42,AM,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF NEW YORK AVENUE NW,5D,501,28
Stop & Frisk,5/10/17,2:41:23,AM,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF SOUTHERN AVENUE SE,7D,706,24
Stop & Frisk,5/10/17,2:17:17,PM,2017,Person,Black,Female,Unknown,1900 BLOCK OF 7TH STREET NW,3D,305,22
Stop & Frisk,5/10/17,4:03:46,PM,2017,Person,Black,Female,Not Hispanic Or Latino,3800 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,22
Stop & Frisk,5/10/17,4:03:46,PM,2017,Person,Black,Female,Unknown,3800 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,23
Stop & Frisk,5/10/17,4:03:46,PM,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,Unknown
Stop & Frisk,5/10/17,9:38:36,PM,2017,Person,Black,Male,Unknown,2000 BLOCK OF ALABAMA AVENUE SE,7D,704,Juvenile
Stop & Frisk,5/10/17,9:38:36,PM,2017,Person,Unknown,Male,Unknown,2000 BLOCK OF ALABAMA AVENUE SE,7D,704,Juvenile
Stop & Frisk,5/10/17,11:16:17,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF DIX STREET NE,6D,608,44
Stop & Frisk,5/10/17,11:16:17,PM,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF DIX STREET NE,6D,608,56
Stop & Frisk,5/11/17,2:34:02,AM,2017,Person,Black,Male,Unknown,700 BLOCK OF 7TH STREET NW,1D,102,40
Stop & Frisk,5/11/17,7:48:21,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF 32ND STREET NW,2D,204,Juvenile
Stop & Frisk,5/11/17,7:48:21,AM,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF 32ND STREET NW,2D,204,Juvenile
Stop & Frisk,5/11/17,11:34:59,AM,2017,Person,White,Male,Hispanic Or Latino,900 BLOCK OF KENNEDY STREET NW,4D,403,Juvenile
Stop & Frisk,5/11/17,1:51:51,PM,2017,Person,Black,Male,Unknown,900 BLOCK OF MASSACHUSETTS AVENUE NW,3D,307,Juvenile
