neighborhood,long,lat
Woodland/Fort Stanton; Garfield Heights; Knox Hill,-76.96906744885989,38.86094357791823
Woodland/Fort Stanton; Garfield Heights; Knox Hill,-76.9687730019474,38.86067206227963
Near Southeast; Navy Yard,-76.9872595922274,38.87711832849107
Near Southeast; Navy Yard,-76.98568926260401,38.87708239457696
Near Southeast; Navy Yard,-76.9847287550962,38.877129942002085
Near Southeast; Navy Yard,-76.98363100400887,38.87730855593717
Near Southeast; Navy Yard,-76.98239600382128,38.87759439290654
Near Southeast; Navy Yard,-76.98065778120156,38.87822573825851
Near Southeast; Navy Yard,-76.97959070587008,38.8776654405462
Near Southeast; Navy Yard,-76.97936283200308,38.87755461975608
Near Southeast; Navy Yard,-76.97936529412985,38.87755396032608
Near Southeast; Navy Yard,-76.97958580485214,38.87749487134162
Near Southeast; Navy Yard,-76.97958868623377,38.87749402618204
Near Southeast; Navy Yard,-76.97976984834791,38.87745718070511
Near Southeast; Navy Yard,-76.97989842766643,38.87742693919793
Near Southeast; Navy Yard,-76.98002664685184,38.87739627634492
Near Southeast; Navy Yard,-76.98015450602011,38.87736476875269
Near Southeast; Navy Yard,-76.98028236523102,38.87733269799556
Near Southeast; Navy Yard,-76.98039293598858,38.8773062544451
Near Southeast; Navy Yard,-76.9805031468689,38.87727854392402
Near Southeast; Navy Yard,-76.98061263768703,38.87724970712974
Near Southeast; Navy Yard,-76.98072176861781,38.8772196033675
Near Southeast; Navy Yard,-76.98072645048988,38.877219463383994
Near Southeast; Navy Yard,-76.98073113205791,38.87722044944981
Near Southeast; Navy Yard,-76.980735453295,38.87722213923697
Near Southeast; Navy Yard,-76.98073905402215,38.87722467344232
Near Southeast; Navy Yard,-76.98074157417425,38.87722777049419
Near Southeast; Navy Yard,-76.98074337389238,38.87723143045203
Near Southeast; Navy Yard,-76.98076066203325,38.87722636607799
Near Southeast; Navy Yard,-76.98076102388193,38.87722003210878
Near Southeast; Navy Yard,-76.98076354650094,38.87721398000785
Near Southeast; Navy Yard,-76.98076822977603,38.877208632043654
Near Southeast; Navy Yard,-76.98077435327285,38.877204552248095
Near Southeast; Navy Yard,-76.98085070913388,38.87718232418663
Near Southeast; Navy Yard,-76.98092670499433,38.877159393361396
Near Southeast; Navy Yard,-76.9810023407777,38.8771360401595
Near Southeast; Navy Yard,-76.98107761655767,38.877111983069184
Near Southeast; Navy Yard,-76.98111219284336,38.877101431950834
Near Southeast; Navy Yard,-76.98114712914771,38.87709130314895
Near Southeast; Navy Yard,-76.98118242547122,38.87708159666318
Near Southeast; Navy Yard,-76.98121772171102,38.877072171679124
Near Southeast; Navy Yard,-76.98126778476485,38.8770586671238
Near Southeast; Navy Yard,-76.98132325074968,38.877041927144546
Near Southeast; Navy Yard,-76.98167369429594,38.87693627362345
Near Southeast; Navy Yard,-76.98204466622107,38.876824712698074
Near Southeast; Navy Yard,-76.9820536703711,38.876822038587996
Near Southeast; Navy Yard,-76.9820799624676,38.87681430103357
Near Southeast; Navy Yard,-76.982113818324,38.876803186482825
Near Southeast; Navy Yard,-76.982122822539,38.87680023198101
Near Southeast; Navy Yard,-76.982304347097,38.876741705042186
Near Southeast; Navy Yard,-76.98248659108135,38.87668543002787
Near Southeast; Navy Yard,-76.98266991467986,38.876631266231996
Near Southeast; Navy Yard,-76.98285467801011,38.876579355584646
Near Southeast; Navy Yard,-76.98291374432505,38.876563879931005
Near Southeast; Navy Yard,-76.98297173097345,38.876545167823224
Near Southeast; Navy Yard,-76.9830016249153,38.87653461546179
Near Southeast; Navy Yard,-76.98306213378247,38.8765104141838
Near Southeast; Navy Yard,-76.98312012241259,38.87648297511728
Near Southeast; Navy Yard,-76.98346084475251,38.876343252940536
Near Southeast; Navy Yard,-76.98348785757484,38.87633213702141
Near Southeast; Navy Yard,-76.98352495518692,38.876316799832466
Near Southeast; Navy Yard,-76.98386819708261,38.87617623115548
Near Southeast; Navy Yard,-76.9839503156141,38.876142603983816
Near Southeast; Navy Yard,-76.98451541926532,38.875908461912644
Near Southeast; Navy Yard,-76.98503765903898,38.875694860898776
Near Southeast; Navy Yard,-76.98531930790264,38.875575535353605
Near Southeast; Navy Yard,-76.98531858818744,38.87557285976866
Near Southeast; Navy Yard,-76.9853182286046,38.87557018648101
Near Southeast; Navy Yard,-76.98531858928752,38.87556751215789
Near Southeast; Navy Yard,-76.98531931010311,38.87556483788005
